RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  1380    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 1175 1387     0     0  con    0  1.0E+00  1.4E-01  2.232E+01  2.552E+06
 1176 1388     0     0  con    0  1.0E+00  1.6E-01  2.126E+01  2.552E+06
 1177 1389     0     0  con    0  1.0E+00  9.4E-02  1.478E+01  2.552E+06
 1178 1390     0     0  con    0  1.0E+00  8.8E-02  1.592E+01  2.552E+06
 1179 1391     0     0  con    0  1.0E+00  8.5E-02  1.791E+01  2.552E+06
 1180 1392     0     0  con    0  1.0E+00  8.9E-02  1.566E+01  2.552E+06
 1181 1393     0     0  con    0  1.0E+00  7.2E-02  1.527E+01  2.552E+06
 1182 1394     0     0  con    0  1.0E+00  5.8E-02  1.918E+01  2.552E+06
 1183 1395     0     0  con    0  1.0E+00  9.5E-02  2.059E+01  2.552E+06
 1184 1396     0     0  con    0  1.0E+00  6.1E-02  2.509E+01  2.552E+06
 1185 1397     0     0  con    0  1.0E+00  7.2E-02  1.796E+01  2.552E+06
 1186 1398     0     0  con    0  1.0E+00  8.0E-02  1.447E+01  2.552E+06
 1187 1399     0     0  con    0  1.0E+00  5.6E-02  1.259E+01  2.552E+06
 1188 1400     0     0  con    0  1.0E+00  5.7E-02  1.358E+01  2.552E+06
 1189 1401     0     0  con    0  1.0E+00  4.9E-02  1.438E+01  2.552E+06
 1190 1402     0     0  con    0  1.0E+00  4.6E-02  1.738E+01  2.552E+06
 1191 1403     0     0  con    0  1.0E+00  7.4E-02  1.324E+01  2.552E+06
 1192 1404     0     0  con    0  1.0E+00  5.0E-02  1.403E+01  2.552E+06
 1193 1405     0     0  con    0  1.0E+00  7.9E-02  1.604E+01  2.552E+06
 1194 1406     0     0  con    0  1.0E+00  4.0E-02  1.485E+01  2.552E+06
 1195 1407     0     0  con    0  1.0E+00  5.0E-02  1.421E+01  2.552E+06
 1196 1408     0     0  con    0  1.0E+00  5.5E-02  1.199E+01  2.552E+06
 1197 1409     0     0  con    0  1.0E+00  3.6E-02  1.223E+01  2.552E+06
 1198 1410     0     0  con    0  1.0E+00  4.2E-02  1.547E+01  2.552E+06
 1199 1411     0     0  con    0  1.0E+00  3.3E-02  1.190E+01  2.552E+06
 1200 1412     0     0  con    0  1.0E+00  6.7E-02  1.491E+01  2.552E+06
 1201 1413     0     0  con    0  1.0E+00  3.9E-02  1.567E+01  2.552E+06
 1202 1414     0     0  con    0  1.0E+00  4.3E-02  1.792E+01  2.552E+06
 1203 1415     0     0  con    0  1.0E+00  3.7E-02  1.159E+01  2.552E+06
 1204 1416     0     0  con    0  1.0E+00  6.0E-02  1.708E+01  2.552E+06
 1205 1417     0     0  con    0  1.0E+00  7.0E-02  1.850E+01  2.552E+06
 1206 1418     0     0  con    0  1.0E+00  4.5E-02  1.621E+01  2.552E+06
 1207 1419     0     0  con    0  1.0E+00  5.3E-02  1.227E+01  2.552E+06
 1208 1420     0     0  con    0  1.0E+00  1.0E-01  1.335E+01  2.552E+06
 1209 1421     0     0  con    0  1.0E+00  7.4E-02  1.535E+01  2.552E+06
 1210 1422     0     0  con    0  1.0E+00  5.4E-02  2.392E+01  2.552E+06
 1211 1423     0     0  con    0  1.0E+00  5.3E-02  2.071E+01  2.552E+06
 1212 1424     0     0  con    0  1.0E+00  1.1E-01  2.283E+01  2.552E+06
 1213 1425     0     0  con    0  1.0E+00  6.8E-02  1.636E+01  2.552E+06
 1214 1426     0     0  con    0  1.0E+00  1.4E-01  2.098E+01  2.552E+06
 1215 1427     0     0  con    0  1.0E+00  6.3E-02  1.812E+01  2.552E+06
 1216 1428     0     0  con    0  1.0E+00  8.3E-02  1.978E+01  2.552E+06
 1217 1429     0     0  con    0  1.0E+00  9.7E-02  2.631E+01  2.552E+06
 1218 1430     0     0  con    0  1.0E+00  9.1E-02  2.129E+01  2.552E+06
 1219 1431     0     0  con    0  1.0E+00  9.8E-02  1.876E+01  2.552E+06
 1220 1432     0     0  con    0  1.0E+00  7.6E-02  1.724E+01  2.552E+06
 1221 1433     0     0  con    0  1.0E+00  8.1E-02  1.965E+01  2.552E+06
 1222 1434     0     0  con    0  1.0E+00  8.4E-02  1.883E+01  2.552E+06
 1223 1435     0     0  con    0  1.0E+00  7.9E-02  1.449E+01  2.552E+06
 1224 1436     0     0  con    0  1.0E+00  1.8E-01  2.706E+01  2.552E+06
 1225 1437     0     0  con    0  1.0E+00  1.0E-01  1.822E+01  2.552E+06
 1226 1438     0     0  con    0  1.0E+00  1.8E-01  1.499E+01  2.552E+06
 1227 1439     0     0  con    0  1.0E+00  1.8E-01  1.393E+01  2.552E+06
 1228 1440     0     0  con    0  1.0E+00  2.0E-01  1.986E+01  2.552E+06
 1229 1441     0     0  con    0  1.0E+00  2.1E-01  1.840E+01  2.551E+06
 1230 1442     0     0  con    0  1.0E+00  2.9E-01  2.774E+01  2.551E+06
 1231 1443     0     0  con    0  1.0E+00  3.5E-01  3.517E+01  2.551E+06
 1232 1444     0     0  con    0  1.0E+00  5.3E-01  3.375E+01  2.551E+06
 1233 1445     0     0  con    0  1.0E+00  5.7E-01  3.091E+01  2.551E+06
 1234 1446     0     0  con    0  1.0E+00  8.7E-01  2.463E+01  2.551E+06
 1235 1447     0     0  con    0  1.0E+00  1.0E+00  2.457E+01  2.551E+06
 1236 1448     0     0  con    0  1.0E+00  1.9E+00  3.368E+01  2.551E+06
 1237 1449     0     0  con    0  1.0E+00  2.4E+00  4.006E+01  2.551E+06
 1238 1450     0     0  con    0  1.0E+00  4.1E+00  5.458E+01  2.551E+06
 1239 1451     0     0  con    0  1.0E+00  7.2E+00  7.341E+01  2.551E+06
 1240 1452     0     0  con    0  1.0E+00  9.2E+00  5.323E+01  2.551E+06
 1241 1453     0     0  con    0  1.0E+00  1.6E+01  1.813E+02  2.551E+06
 1242 1454     0     0  con    0  1.0E+00  1.9E+01  9.992E+01  2.551E+06
 1243 1455     0     0  con    0  1.0E+00  2.4E+01  1.382E+02  2.550E+06
 1244 1456     0     0  con    0  1.0E+00  5.7E+01  4.197E+02  2.550E+06
 1245 1461     0     0  con    4  5.3E+00  2.2E+02  7.730E+02  2.545E+06
 1246 1465     0     0  con    3  4.6E-02  6.1E+00  3.647E+02  2.544E+06
 1247 1468     0     0  con    2  9.6E-02  8.0E+00  3.384E+02  2.544E+06
 1248 1470     0     0  con    1  3.0E-01  1.2E+01  4.934E+02  2.540E+06
 1249 1471     0     0  con    0  1.0E+00  3.1E+00  3.558E+02  2.539E+06
 1250 1472     0     0  con    0  1.0E+00  8.0E+00  4.410E+02  2.538E+06
 1251 1473     0     0  con    0  1.0E+00  4.1E+00  2.487E+02  2.537E+06
 1252 1474     0     0  con    0  1.0E+00  1.3E+00  2.214E+02  2.537E+06
 1253 1475     0     0  con    0  1.0E+00  8.5E-01  1.695E+02  2.537E+06
 1254 1476     0     0  con    0  1.0E+00  5.6E-01  1.063E+02  2.536E+06
 1255 1477     0     0  con    0  1.0E+00  9.7E-01  1.150E+02  2.536E+06
 1256 1478     0     0  con    0  1.0E+00  1.0E+00  1.242E+02  2.536E+06
 1257 1479     0     0  con    0  1.0E+00  6.8E-01  4.982E+01  2.536E+06
 1258 1480     0     0  con    0  1.0E+00  5.7E-01  8.184E+01  2.536E+06
 1259 1481     0     0  con    0  1.0E+00  2.8E-01  3.481E+01  2.536E+06
 1260 1482     0     0  con    0  1.0E+00  3.5E-01  3.542E+01  2.536E+06
 1261 1483     0     0  con    0  1.0E+00  2.9E-01  2.950E+01  2.536E+06
 1262 1484     0     0  con    0  1.0E+00  3.1E-01  2.810E+01  2.536E+06
 1263 1485     0     0  con    0  1.0E+00  2.0E-01  3.850E+01  2.536E+06
 1264 1486     0     0  con    0  1.0E+00  2.5E-01  4.071E+01  2.536E+06
 1265 1487     0     0  con    0  1.0E+00  1.6E-01  2.750E+01  2.536E+06
 1266 1488     0     0  con    0  1.0E+00  2.0E-01  2.636E+01  2.536E+06
 1267 1489     0     0  con    0  1.0E+00  1.7E-01  2.257E+01  2.536E+06
 1268 1490     0     0  con    0  1.0E+00  2.1E-01  2.259E+01  2.536E+06
 1269 1491     0     0  con    0  1.0E+00  1.9E-01  2.868E+01  2.536E+06
 1270 1492     0     0  con    0  1.0E+00  1.4E-01  2.703E+01  2.536E+06
 1271 1493     0     0  con    0  1.0E+00  1.7E-01  2.265E+01  2.536E+06
 1272 1494     0     0  con    0  1.0E+00  1.5E-01  2.769E+01  2.536E+06
 1273 1495     0     0  con    0  1.0E+00  1.2E-01  2.268E+01  2.536E+06
 1274 1496     0     0  con    0  1.0E+00  2.4E-01  2.271E+01  2.536E+06
 1275 1497     0     0  con    0  1.0E+00  1.2E-01  2.400E+01  2.536E+06
 1276 1498     0     0  con    0  1.0E+00  1.6E-01  2.275E+01  2.536E+06
 1277 1499     0     0  con    0  1.0E+00  1.0E-01  2.276E+01  2.536E+06
 1278 1500     0     0  con    0  1.0E+00  1.9E-01  2.279E+01  2.536E+06
 1279 1501     0     0  con    0  1.0E+00  1.4E-01  2.281E+01  2.536E+06
 1280 1502     0     0  con    0  1.0E+00  1.8E-01  2.284E+01  2.536E+06
 1281 1503     0     0  con    0  1.0E+00  2.6E-01  2.288E+01  2.536E+06
 1282 1504     0     0  con    0  1.0E+00  2.5E-01  2.912E+01  2.536E+06
 1283 1505     0     0  con    0  1.0E+00  4.5E-01  2.365E+01  2.536E+06
 1284 1506     0     0  con    0  1.0E+00  4.3E-01  2.307E+01  2.536E+06
 1285 1507     0     0  con    0  1.0E+00  6.7E-01  3.459E+01  2.536E+06
 1286 1508     0     0  con    0  1.0E+00  7.6E-01  3.886E+01  2.536E+06
 1287 1509     0     0  con    0  1.0E+00  1.0E+00  3.276E+01  2.536E+06
 1288 1510     0     0  con    0  1.0E+00  9.5E-01  4.644E+01  2.536E+06
 1289 1511     0     0  con    0  1.0E+00  1.3E+00  3.734E+01  2.536E+06
 1290 1512     0     0  con    0  1.0E+00  1.9E+00  5.862E+01  2.536E+06
 1291 1513     0     0  con    0  1.0E+00  2.6E+00  5.458E+01  2.536E+06
 1292 1514     0     0  con    0  1.0E+00  3.8E+00  1.156E+02  2.536E+06
 1293 1515     0     0  con    0  1.0E+00  4.8E+00  8.774E+01  2.535E+06
 1294 1516     0     0  con    0  1.0E+00  6.1E+00  1.861E+02  2.535E+06
 1295 1517     0     0  con    0  1.0E+00  1.1E+01  1.815E+02  2.535E+06
 1296 1518     0     0  con    0  1.0E+00  1.4E+01  1.254E+02  2.535E+06
 1297 1519     0     0  con    0  1.0E+00  4.6E+01  9.599E+02  2.534E+06
 1298 1524     0     0  con    4  3.1E-02  3.4E+01  5.495E+02  2.530E+06
 1299 1526     0     0  con    1  4.4E-01  2.2E+00  2.220E+02  2.530E+06
 1300 1529     0     0  con    2  4.8E-02  4.1E+00  4.534E+02  2.529E+06
 1301 1530     0     0  con    0  1.0E+00  5.3E+00  4.545E+02  2.529E+06
 1302 1531     0     0  con    0  1.0E+00  2.9E+00  3.030E+02  2.528E+06
 1303 1532     0     0  con    0  1.0E+00  2.2E+00  1.850E+03  2.528E+06
 1304 1534     0     0  con    1  3.0E-01  6.0E-01  5.030E+02  2.528E+06
 1305 1535     0     0  con    0  1.0E+00  1.3E+00  1.557E+02  2.527E+06
 1306 1536     0     0  con    0  1.0E+00  9.8E-01  1.721E+02  2.527E+06
 1307 1537     0     0  con    0  1.0E+00  1.3E+00  2.984E+02  2.527E+06
 1308 1538     0     0  con    0  1.0E+00  6.3E-01  6.819E+01  2.527E+06
 1309 1539     0     0  con    0  1.0E+00  4.2E-01  6.817E+01  2.527E+06
 1310 1540     0     0  con    0  1.0E+00  6.4E-01  1.694E+02  2.527E+06
 1311 1541     0     0  con    0  1.0E+00  4.7E-01  4.784E+01  2.527E+06
 1312 1542     0     0  con    0  1.0E+00  2.5E-01  3.389E+01  2.527E+06
 1313 1543     0     0  con    0  1.0E+00  2.3E-01  3.188E+01  2.527E+06
 1314 1544     0     0  con    0  1.0E+00  2.8E-01  2.737E+01  2.527E+06
 1315 1545     0     0  con    0  1.0E+00  1.9E-01  3.736E+01  2.527E+06
 1316 1546     0     0  con    0  1.0E+00  1.8E-01  2.219E+01  2.527E+06
 1317 1547     0     0  con    0  1.0E+00  1.3E-01  2.066E+01  2.527E+06
 1318 1548     0     0  con    0  1.0E+00  1.4E-01  1.862E+01  2.527E+06
 1319 1549     0     0  con    0  1.0E+00  1.2E-01  2.145E+01  2.527E+06
 1320 1550     0     0  con    0  1.0E+00  1.2E-01  2.179E+01  2.527E+06
 1321 1551     0     0  con    0  1.0E+00  1.2E-01  3.021E+01  2.527E+06
 1322 1552     0     0  con    0  1.0E+00  1.0E-01  2.363E+01  2.527E+06
 1323 1553     0     0  con    0  1.0E+00  8.2E-02  2.149E+01  2.527E+06
 1324 1554     0     0  con    0  1.0E+00  9.8E-02  1.804E+01  2.527E+06
 1325 1555     0     0  con    0  1.0E+00  6.1E-02  1.555E+01  2.527E+06
 1326 1556     0     0  con    0  1.0E+00  6.7E-02  1.511E+01  2.527E+06
 1327 1557     0     0  con    0  1.0E+00  6.3E-02  2.244E+01  2.526E+06
 1328 1558     0     0  con    0  1.0E+00  7.0E-02  1.426E+01  2.526E+06
 1329 1559     0     0  con    0  1.0E+00  6.9E-02  1.311E+01  2.526E+06
 1330 1560     0     0  con    0  1.0E+00  5.7E-02  2.079E+01  2.526E+06
 1331 1561     0     0  con    0  1.0E+00  5.9E-02  2.013E+01  2.526E+06
 1332 1562     0     0  con    0  1.0E+00  7.3E-02  1.529E+01  2.526E+06
 1333 1563     0     0  con    0  1.0E+00  6.7E-02  1.522E+01  2.526E+06
 1334 1564     0     0  con    0  1.0E+00  4.8E-02  1.538E+01  2.526E+06
 1335 1565     0     0  con    0  1.0E+00  6.2E-02  1.359E+01  2.526E+06
 1336 1566     0     0  con    0  1.0E+00  4.6E-02  1.467E+01  2.526E+06
 1337 1567     0     0  con    0  1.0E+00  5.3E-02  1.584E+01  2.526E+06
 1338 1568     0     0  con    0  1.0E+00  4.8E-02  1.560E+01  2.526E+06
 1339 1569     0     0  con    0  1.0E+00  4.1E-02  1.457E+01  2.526E+06
 1340 1570     0     0  con    0  1.0E+00  4.3E-02  1.313E+01  2.526E+06
 1341 1571     0     0  con    0  1.0E+00  4.0E-02  1.353E+01  2.526E+06
 1342 1572     0     0  con    0  1.0E+00  4.3E-02  1.621E+01  2.526E+06
 1343 1573     0     0  con    0  1.0E+00  3.0E-02  1.643E+01  2.526E+06
 1344 1574     0     0  con    0  1.0E+00  4.9E-02  1.656E+01  2.526E+06
 1345 1575     0     0  con    0  1.0E+00  3.6E-02  1.410E+01  2.526E+06
 1346 1576     0     0  con    0  1.0E+00  4.2E-02  1.487E+01  2.526E+06
 1347 1577     0     0  con    0  1.0E+00  6.1E-02  1.574E+01  2.526E+06
 1348 1578     0     0  con    0  1.0E+00  4.7E-02  1.651E+01  2.526E+06
 1349 1579     0     0  con    0  1.0E+00  4.8E-02  1.796E+01  2.526E+06
 1350 1580     0     0  con    0  1.0E+00  3.0E-02  1.693E+01  2.526E+06
 1351 1581     0     0  con    0  1.0E+00  5.3E-02  1.916E+01  2.526E+06
 1352 1582     0     0  con    0  1.0E+00  3.9E-02  1.428E+01  2.526E+06
 1353 1583     0     0  con    0  1.0E+00  5.0E-02  1.699E+01  2.526E+06
 1354 1584     0     0  con    0  1.0E+00  3.9E-02  1.929E+01  2.526E+06
 1355 1585     0     0  con    0  1.0E+00  4.9E-02  1.515E+01  2.526E+06
 1356 1586     0     0  con    0  1.0E+00  3.8E-02  1.401E+01  2.526E+06
 1357 1587     0     0  con    0  1.0E+00  4.9E-02  1.878E+01  2.526E+06
 1358 1588     0     0  con    0  1.0E+00  2.2E-02  1.181E+01  2.526E+06
 1359 1589     0     0  con    0  1.0E+00  4.2E-02  1.361E+01  2.526E+06
 1360 1590     0     0  con    0  1.0E+00  2.2E-02  1.202E+01  2.526E+06
 1361 1591     0     0  con    0  1.0E+00  3.1E-02  1.176E+01  2.526E+06
 1362 1592     0     0  con    0  1.0E+00  4.2E-02  1.128E+01  2.526E+06
 1363 1593     0     0  con    0  1.0E+00  3.3E-02  1.240E+01  2.526E+06
 1364 1594     0     0  con    0  1.0E+00  2.4E-02  1.196E+01  2.526E+06
 1365 1595     0     0  con    0  1.0E+00  3.8E-02  1.190E+01  2.526E+06
 1366 1596     0     0  con    0  1.0E+00  2.5E-02  1.132E+01  2.526E+06
 1367 1597     0     0  con    0  1.0E+00  3.2E-02  1.238E+01  2.526E+06
 1368 1598     0     0  con    0  1.0E+00  3.6E-02  1.113E+01  2.526E+06
 1369 1599     0     0  con    0  1.0E+00  3.3E-02  1.164E+01  2.526E+06
 1370 1600     0     0  con    0  1.0E+00  2.6E-02  9.836E+00  2.526E+06
 1371 1601     0     0  con    0  1.0E+00  3.7E-02  1.491E+01  2.526E+06
 1372 1602     0     0  con    0  1.0E+00  3.8E-02  1.505E+01  2.526E+06
 1373 1603     0     0  con    0  1.0E+00  3.4E-02  1.289E+01  2.526E+06
 1374 1604     0     0  con    0  1.0E+00  4.2E-02  1.379E+01  2.526E+06
 1375 1605     0     0  con    0  1.0E+00  4.6E-02  1.632E+01  2.526E+06
 1376 1606     0     0  con    0  1.0E+00  3.7E-02  1.364E+01  2.526E+06
 1377 1607     0     0  con    0  1.0E+00  5.1E-02  1.441E+01  2.526E+06
 1378 1608     0     0  con    0  1.0E+00  4.0E-02  1.136E+01  2.526E+06
 1379 1609     0     0  con    0  1.0E+00  4.3E-02  1.476E+01  2.526E+06
 1380 1610     0     0  con    0  1.0E+00  4.6E-02  1.256E+01  2.526E+06
 1381 1611     0     0  con    0  1.0E+00  2.9E-02  1.131E+01  2.526E+06
 1382 1612     0     0  con    0  1.0E+00  4.2E-02  1.240E+01  2.526E+06
 1383 1613     0     0  con    0  1.0E+00  4.4E-02  1.273E+01  2.526E+06
 1384 1614     0     0  con    0  1.0E+00  6.8E-02  1.449E+01  2.526E+06
 1385 1615     0     0  con    0  1.0E+00  5.6E-02  1.443E+01  2.526E+06
 1386 1616     0     0  con    0  1.0E+00  5.7E-02  1.465E+01  2.526E+06
 1387 1617     0     0  con    0  1.0E+00  8.4E-02  1.407E+01  2.526E+06
 1388 1618     0     0  con    0  1.0E+00  8.6E-02  1.556E+01  2.526E+06
 1389 1619     0     0  con    0  1.0E+00  1.2E-01  1.506E+01  2.526E+06
 1390 1620     0     0  con    0  1.0E+00  1.3E-01  1.387E+01  2.526E+06
 1391 1621     0     0  con    0  1.0E+00  1.8E-01  1.907E+01  2.526E+06
 1392 1622     0     0  con    0  1.0E+00  8.1E-02  1.809E+01  2.526E+06
 1393 1623     0     0  con    0  1.0E+00  1.5E-01  1.499E+01  2.526E+06
 1394 1624     0     0  con    0  1.0E+00  1.7E-01  1.475E+01  2.526E+06
 1395 1625     0     0  con    0  1.0E+00  2.3E-01  1.687E+01  2.526E+06
 1396 1626     0     0  con    0  1.0E+00  3.1E-01  1.730E+01  2.526E+06
 1397 1627     0     0  con    0  1.0E+00  4.1E-01  2.248E+01  2.526E+06
 1398 1628     0     0  con    0  1.0E+00  2.0E-01  2.384E+01  2.526E+06
 1399 1629     0     0  con    0  1.0E+00  3.7E-01  2.290E+01  2.526E+06
 1400 1630     0     0  con    0  1.0E+00  2.9E-01  2.182E+01  2.526E+06
 1401 1631     0     0  con    0  1.0E+00  7.2E-01  3.045E+01  2.526E+06
 1402 1632     0     0  con    0  1.0E+00  5.7E-01  2.998E+01  2.526E+06
 1403 1633     0     0  con    0  1.0E+00  6.6E-01  2.707E+01  2.526E+06
 1404 1634     0     0  con    0  1.0E+00  7.3E-01  3.171E+01  2.526E+06
 1405 1635     0     0  con    0  1.0E+00  8.6E-01  3.555E+01  2.526E+06
 1406 1636     0     0  con    0  1.0E+00  1.8E+00  3.938E+01  2.526E+06
 1407 1637     0     0  con    0  1.0E+00  2.4E+00  4.491E+01  2.526E+06
 1408 1638     0     0  con    0  1.0E+00  2.6E+00  4.613E+01  2.526E+06
 1409 1639     0     0  con    0  1.0E+00  3.8E+00  4.967E+01  2.526E+06
 1410 1640     0     0  con    0  1.0E+00  6.0E+00  4.617E+01  2.526E+06
 1411 1641     0     0  con    0  1.0E+00  7.4E+00  5.696E+01  2.526E+06
 1412 1642     0     0  con    0  1.0E+00  1.2E+01  7.625E+01  2.526E+06
 1413 1643     0     0  con    0  1.0E+00  1.9E+01  1.087E+02  2.526E+06
 1414 1644     0     0  con    0  1.0E+00  2.4E+01  1.065E+02  2.525E+06
 1415 1645     0     0  con    0  1.0E+00  4.5E+01  2.103E+02  2.525E+06
 1416 1646     0     0  con    0  1.0E+00  9.3E+01  1.132E+03  2.524E+06
 1417 1647     0     0  con    0  1.0E+00  4.9E+01  4.640E+02  2.524E+06
 1418 1648     0     0  con    0  1.0E+00  3.6E+01  2.124E+02  2.523E+06
 1419 1653     0     0  con    4  9.4E-01  1.5E+02  7.829E+02  2.515E+06
 1420 1659     0     0  con    5  1.9E-04  3.4E-01  8.024E+02  2.515E+06
 1421 1660     0     0  con    0  1.0E+00  8.3E-01  3.399E+02  2.514E+06
 1422 1661     0     0  con    0  1.0E+00  1.0E+00  3.009E+02  2.513E+06
 1423 1662     0     0  con    0  1.0E+00  1.9E+00  4.087E+02  2.513E+06
 1424 1663     0     0  con    0  1.0E+00  1.6E+00  2.692E+02  2.512E+06
 1425 1664     0     0  con    0  1.0E+00  9.3E-01  2.134E+02  2.512E+06
 1426 1665     0     0  con    0  1.0E+00  8.5E-01  1.406E+02  2.512E+06
 1427 1666     0     0  con    0  1.0E+00  7.9E-01  7.954E+01  2.511E+06
 1428 1667     0     0  con    0  1.0E+00  5.2E-01  2.267E+02  2.511E+06
 1429 1668     0     0  con    0  1.0E+00  5.0E-01  9.418E+01  2.511E+06
 1430 1669     0     0  con    0  1.0E+00  1.8E-01  6.981E+01  2.511E+06
 1431 1670     0     0  con    0  1.0E+00  4.5E-01  4.416E+01  2.511E+06
 1432 1671     0     0  con    0  1.0E+00  2.4E-01  2.881E+01  2.511E+06
 1433 1672     0     0  con    0  1.0E+00  3.2E-01  3.448E+01  2.511E+06
 1434 1673     0     0  con    0  1.0E+00  1.9E-01  2.424E+01  2.511E+06
 1435 1674     0     0  con    0  1.0E+00  2.5E-01  2.738E+01  2.511E+06
 1436 1675     0     0  con    0  1.0E+00  1.6E-01  2.230E+01  2.511E+06
 1437 1676     0     0  con    0  1.0E+00  1.7E-01  2.526E+01  2.511E+06
 1438 1677     0     0  con    0  1.0E+00  1.3E-01  1.957E+01  2.511E+06
 1439 1678     0     0  con    0  1.0E+00  1.1E-01  1.960E+01  2.511E+06
 1440 1679     0     0  con    0  1.0E+00  9.2E-02  1.500E+01  2.511E+06
 1441 1680     0     0  con    0  1.0E+00  1.1E-01  1.877E+01  2.511E+06
 1442 1681     0     0  con    0  1.0E+00  7.5E-02  1.536E+01  2.511E+06
 1443 1682     0     0  con    0  1.0E+00  6.9E-02  1.608E+01  2.511E+06
 1444 1683     0     0  con    0  1.0E+00  4.7E-02  1.279E+01  2.511E+06
 1445 1684     0     0  con    0  1.0E+00  6.1E-02  1.591E+01  2.511E+06
 1446 1685     0     0  con    0  1.0E+00  4.2E-02  1.226E+01  2.511E+06
 1447 1686     0     0  con    0  1.0E+00  7.5E-02  1.686E+01  2.511E+06
 1448 1687     0     0  con    0  1.0E+00  3.6E-02  1.334E+01  2.511E+06
 1449 1688     0     0  con    0  1.0E+00  7.4E-02  1.621E+01  2.511E+06
 1450 1689     0     0  con    0  1.0E+00  6.7E-02  2.141E+01  2.511E+06
 1451 1690     0     0  con    0  1.0E+00  4.8E-02  1.963E+01  2.511E+06
 1452 1691     0     0  con    0  1.0E+00  9.6E-02  1.933E+01  2.511E+06
 1453 1692     0     0  con    0  1.0E+00  5.6E-02  1.827E+01  2.511E+06
 1454 1693     0     0  con    0  1.0E+00  5.5E-02  1.331E+01  2.511E+06
 1455 1694     0     0  con    0  1.0E+00  5.7E-02  1.766E+01  2.511E+06
 1456 1695     0     0  con    0  1.0E+00  6.3E-02  1.401E+01  2.511E+06
 1457 1696     0     0  con    0  1.0E+00  7.8E-02  2.085E+01  2.511E+06
 1458 1697     0     0  con    0  1.0E+00  5.3E-02  2.152E+01  2.511E+06
 1459 1698     0     0  con    0  1.0E+00  4.1E-02  1.762E+01  2.511E+06
 1460 1699     0     0  con    0  1.0E+00  4.8E-02  1.443E+01  2.511E+06
 1461 1700     0     0  con    0  1.0E+00  3.9E-02  1.740E+01  2.511E+06
 1462 1701     0     0  con    0  1.0E+00  5.3E-02  1.954E+01  2.511E+06
 1463 1702     0     0  con    0  1.0E+00  2.8E-02  1.463E+01  2.511E+06
 1464 1703     0     0  con    0  1.0E+00  2.8E-02  1.536E+01  2.511E+06
 1465 1704     0     0  con    0  1.0E+00  2.9E-02  1.338E+01  2.511E+06
 1466 1705     0     0  con    0  1.0E+00  4.6E-02  1.541E+01  2.511E+06
 1467 1706     0     0  con    0  1.0E+00  3.4E-02  1.568E+01  2.511E+06
 1468 1707     0     0  con    0  1.0E+00  2.4E-02  1.491E+01  2.511E+06
 1469 1708     0     0  con    0  1.0E+00  5.4E-02  1.617E+01  2.511E+06
 1470 1709     0     0  con    0  1.0E+00  4.4E-02  1.270E+01  2.511E+06
 1471 1710     0     0  con    0  1.0E+00  3.5E-02  1.432E+01  2.511E+06
 1472 1711     0     0  con    0  1.0E+00  2.6E-02  1.196E+01  2.511E+06
 1473 1712     0     0  con    0  1.0E+00  4.3E-02  1.128E+01  2.511E+06
 1474 1713     0     0  con    0  1.0E+00  3.3E-02  1.597E+01  2.511E+06
 1475 1714     0     0  con    0  1.0E+00  3.3E-02  1.437E+01  2.511E+06
 1476 1715     0     0  con    0  1.0E+00  3.2E-02  1.267E+01  2.511E+06
 1477 1716     0     0  con    0  1.0E+00  2.3E-02  1.255E+01  2.511E+06
 1478 1717     0     0  con    0  1.0E+00  4.4E-02  1.478E+01  2.511E+06
 1479 1718     0     0  con    0  1.0E+00  1.8E-02  1.439E+01  2.511E+06
 1480 1719     0     0  con    0  1.0E+00  2.1E-02  1.391E+01  2.511E+06
 1481 1720     0     0  con    0  1.0E+00  2.9E-02  1.314E+01  2.511E+06
 1482 1721     0     0  con    0  1.0E+00  4.6E-02  1.217E+01  2.511E+06
 1483 1722     0     0  con    0  1.0E+00  3.0E-02  1.450E+01  2.511E+06
 1484 1723     0     0  con    0  1.0E+00  3.7E-02  1.626E+01  2.511E+06
 1485 1724     0     0  con    0  1.0E+00  2.7E-02  1.257E+01  2.511E+06
 1486 1725     0     0  con    0  1.0E+00  2.9E-02  1.106E+01  2.511E+06
 1487 1726     0     0  con    0  1.0E+00  4.7E-02  1.340E+01  2.511E+06
 1488 1727     0     0  con    0  1.0E+00  3.7E-02  1.498E+01  2.511E+06
 1489 1728     0     0  con    0  1.0E+00  3.1E-02  1.060E+01  2.511E+06
 1490 1729     0     0  con    0  1.0E+00  3.7E-02  1.162E+01  2.511E+06
 1491 1730     0     0  con    0  1.0E+00  2.5E-02  1.653E+01  2.511E+06
 1492 1731     0     0  con    0  1.0E+00  4.5E-02  1.319E+01  2.511E+06
 1493 1732     0     0  con    0  1.0E+00  4.7E-02  1.302E+01  2.511E+06
 1494 1733     0     0  con    0  1.0E+00  3.3E-02  1.373E+01  2.511E+06
