RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220E-16
 N =  1380    M =  10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 2579 3163     0     0  con    0  1.0E+00  4.9E-01  1.215E+03  4.009E+07
 2580 3164     0     0  con    0  1.0E+00  6.5E-01  5.949E+02  4.009E+07
 2581 3165     0     0  con    0  1.0E+00  1.4E+00  5.556E+02  4.009E+07
 2582 3166     0     0  con    0  1.0E+00  8.6E-01  8.904E+02  4.009E+07
 2583 3167     0     0  con    0  1.0E+00  1.2E+00  7.087E+02  4.009E+07
 2584 3168     0     0  con    0  1.0E+00  4.2E-01  6.734E+02  4.009E+07
 2585 3169     0     0  con    0  1.0E+00  5.4E-01  6.949E+02  4.009E+07
 2586 3170     0     0  con    0  1.0E+00  4.9E-01  2.002E+03  4.009E+07
 2587 3171     0     0  con    0  1.0E+00  2.2E-01  6.222E+02  4.009E+07
 2588 3172     0     0  con    0  1.0E+00  2.7E-01  2.788E+02  4.009E+07
 2589 3173     0     0  con    0  1.0E+00  6.6E-01  3.865E+02  4.009E+07
 2590 3174     0     0  con    0  1.0E+00  8.1E-01  2.401E+02  4.009E+07
 2591 3175     0     0  con    0  1.0E+00  1.7E+00  1.137E+03  4.009E+07
 2592 3178     0     0  con    2  2.0E-01  3.9E-01  4.796E+02  4.009E+07
 2593 3179     0     0  con    0  1.0E+00  3.5E-01  5.083E+02  4.009E+07
 2594 3180     0     0  con    0  1.0E+00  1.1E+00  5.981E+02  4.009E+07
 2595 3181     0     0  con    0  1.0E+00  2.0E+00  7.390E+02  4.009E+07
 2596 3182     0     0  con    0  1.0E+00  3.0E+00  9.115E+02  4.009E+07
 2597 3183     0     0  con    0  1.0E+00  2.6E+00  7.227E+02  4.008E+07
 2598 3184     0     0  con    0  1.0E+00  2.7E+00  4.849E+02  4.008E+07
 2599 3185     0     0  con    0  1.0E+00  3.9E+00  8.159E+02  4.008E+07
 2600 3186     0     0  con    0  1.0E+00  1.1E+01  8.445E+02  4.008E+07
 2601 3187     0     0  con    0  1.0E+00  1.7E+01  1.385E+03  4.008E+07
 2602 3188     0     0  con    0  1.0E+00  9.6E+00  2.072E+03  4.008E+07
 2603 3189     0     0  con    0  1.0E+00  9.4E+00  1.378E+03  4.007E+07
 2604 3190     0     0  con    0  1.0E+00  1.9E+01  4.345E+03  4.007E+07
 2605 3191     0     0  con    0  1.0E+00  3.2E+01  4.089E+03  4.007E+07
 2606 3192     0     0  con    0  1.0E+00  3.5E+01  1.492E+04  4.006E+07
 2607 3193     0     0  con    0  1.0E+00  2.2E+01  2.666E+03  4.006E+07
 2608 3194     0     0  con    0  1.0E+00  8.3E+00  3.578E+03  4.006E+07
 2609 3195     0     0  con    0  1.0E+00  7.4E+00  1.699E+03  4.005E+07
 2610 3196     0     0  con    0  1.0E+00  2.8E+01  5.264E+03  4.005E+07
 2611 3197     0     0  con    0  1.0E+00  4.5E+01  6.348E+03  4.004E+07
 2612 3198     0     0  con    0  1.0E+00  6.8E+01  8.304E+03  4.004E+07
 2613 3199     0     0  con    0  1.0E+00  6.6E+01  1.528E+04  4.003E+07
 2614 3200     0     0  con    0  1.0E+00  1.2E+02  1.189E+04  4.002E+07
 2615 3201     0     0  con    0  1.0E+00  5.7E+01  8.521E+03  4.002E+07
 2616 3202     0     0  con    0  1.0E+00  6.6E+01  2.181E+04  4.001E+07
 2617 3208     0     0  con    5  4.6E-01  1.2E+02  7.695E+04  3.998E+07
 2618 3209     0     0  con    0  1.0E+00  1.4E+01  1.002E+04  3.997E+07
 2619 3212     0     0  con    2  4.5E-02  1.2E+01  1.499E+04  3.997E+07
 2620 3213     0     0  con    0  1.0E+00  5.7E+00  5.095E+03  3.996E+07
 2621 3214     0     0  con    0  1.0E+00  2.3E+01  7.471E+03  3.995E+07
 2622 3215     0     0  con    0  1.0E+00  1.8E+01  6.870E+03  3.993E+07
 2623 3217     0     0  con    1  3.6E-01  3.5E+00  1.007E+04  3.993E+07
 2624 3218     0     0  con    0  1.0E+00  6.2E+00  5.797E+03  3.992E+07
 2625 3219     0     0  con    0  1.0E+00  6.9E+00  2.416E+03  3.991E+07
 2626 3220     0     0  con    0  1.0E+00  1.5E+01  1.082E+04  3.990E+07
 2627 3221     0     0  con    0  1.0E+00  4.7E+00  7.903E+03  3.989E+07
 2628 3222     0     0  con    0  1.0E+00  1.2E+01  7.138E+03  3.989E+07
 2629 3224     0     0  con    1  3.7E-01  7.8E+00  2.511E+04  3.988E+07
 2630 3225     0     0  con    0  1.0E+00  8.4E+00  6.087E+03  3.988E+07
 2631 3226     0     0  con    0  1.0E+00  1.9E+00  1.114E+04  3.987E+07
 2632 3227     0     0  con    0  1.0E+00  6.2E+00  1.247E+04  3.987E+07
 2633 3228     0     0  con    0  1.0E+00  6.5E+00  5.019E+03  3.986E+07
 2634 3231     0     0  con    2  2.1E+00  6.6E+00  9.354E+03  3.986E+07
 2635 3232     0     0  con    0  1.0E+00  4.6E+00  5.689E+03  3.985E+07
 2636 3233     0     0  con    0  1.0E+00  2.7E+00  1.948E+04  3.985E+07
 2637 3234     0     0  con    0  1.0E+00  1.8E+00  3.345E+04  3.985E+07
 2638 3238     0     0  con    3  1.7E-02  1.8E-01  3.421E+03  3.985E+07
 2639 3239     0     0  con    0  1.0E+00  1.8E+00  1.684E+04  3.985E+07
 2640 3240     0     0  con    0  1.0E+00  1.4E+00  3.822E+03  3.985E+07
 2641 3241     0     0  con    0  1.0E+00  1.0E+00  5.565E+03  3.984E+07
 2642 3242     0     0  con    0  1.0E+00  2.3E+00  2.055E+03  3.984E+07
 2643 3243     0     0  con    0  1.0E+00  1.6E+00  6.174E+03  3.984E+07
 2644 3244     0     0  con    0  1.0E+00  2.5E+00  1.714E+04  3.984E+07
 2645 3246     0     0  con    1  2.9E-01  6.9E-01  3.342E+03  3.984E+07
 2646 3247     0     0  con    0  1.0E+00  2.3E+00  4.310E+03  3.983E+07
 2647 3248     0     0  con    0  1.0E+00  3.8E+00  1.747E+03  3.983E+07
 2648 3249     0     0  con    0  1.0E+00  2.3E+00  4.196E+03  3.983E+07
 2649 3250     0     0  con    0  1.0E+00  1.7E+00  6.767E+03  3.982E+07
 2650 3251     0     0  con    0  1.0E+00  1.3E+00  3.890E+03  3.982E+07
 2651 3252     0     0  con    0  1.0E+00  1.2E+00  4.737E+03  3.982E+07
 2652 3253     0     0  con    0  1.0E+00  5.2E-01  4.613E+03  3.982E+07
 2653 3254     0     0  con    0  1.0E+00  9.2E-01  1.150E+03  3.982E+07
 2654 3255     0     0  con    0  1.0E+00  1.1E+00  1.514E+03  3.981E+07
 2655 3256     0     0  con    0  1.0E+00  1.7E+00  5.011E+03  3.981E+07
 2656 3257     0     0  con    0  1.0E+00  1.7E+00  4.005E+03  3.981E+07
 2657 3258     0     0  con    0  1.0E+00  1.2E+00  1.446E+03  3.981E+07
 2658 3259     0     0  con    0  1.0E+00  2.4E+00  6.555E+03  3.981E+07
 2659 3260     0     0  con    0  1.0E+00  7.5E-01  1.659E+03  3.981E+07
 2660 3261     0     0  con    0  1.0E+00  1.7E+00  2.869E+03  3.980E+07
 2661 3262     0     0  con    0  1.0E+00  1.3E+00  1.511E+03  3.980E+07
 2662 3263     0     0  con    0  1.0E+00  1.0E+00  6.569E+03  3.980E+07
 2663 3264     0     0  con    0  1.0E+00  1.1E+00  2.558E+03  3.980E+07
 2664 3265     0     0  con    0  1.0E+00  7.4E-01  2.277E+03  3.980E+07
 2665 3266     0     0  con    0  1.0E+00  4.0E-01  6.451E+02  3.980E+07
 2666 3267     0     0  con    0  1.0E+00  1.0E+00  7.227E+02  3.979E+07
 2667 3268     0     0  con    0  1.0E+00  1.5E+00  9.540E+02  3.979E+07
 2668 3269     0     0  con    0  1.0E+00  1.1E+00  1.073E+03  3.979E+07
 2669 3270     0     0  con    0  1.0E+00  9.6E-01  9.805E+02  3.979E+07
 2670 3271     0     0  con    0  1.0E+00  7.9E-01  4.662E+02  3.979E+07
 2671 3272     0     0  con    0  1.0E+00  1.3E+00  5.889E+02  3.979E+07
 2672 3273     0     0  con    0  1.0E+00  1.5E+00  1.224E+03  3.978E+07
 2673 3274     0     0  con    0  1.0E+00  1.5E+00  4.747E+03  3.978E+07
 2674 3276     0     0  con    1  3.5E-01  6.1E-01  1.909E+03  3.978E+07
 2675 3278     0     0  con    1  4.6E-01  6.3E-01  7.884E+02  3.978E+07
 2676 3279     0     0  con    0  1.0E+00  5.0E-01  4.115E+02  3.978E+07
 2677 3280     0     0  con    0  1.0E+00  1.1E+00  5.894E+02  3.978E+07
 2678 3281     0     0  con    0  1.0E+00  1.5E+00  1.401E+03  3.978E+07
 2679 3282     0     0  con    0  1.0E+00  6.5E-01  5.961E+02  3.978E+07
 2680 3283     0     0  con    0  1.0E+00  9.7E-01  5.652E+02  3.978E+07
 2681 3284     0     0  con    0  1.0E+00  1.1E+00  6.861E+02  3.978E+07
 2682 3285     0     0  con    0  1.0E+00  1.2E+00  7.305E+02  3.977E+07
 2683 3286     0     0  con    0  1.0E+00  8.9E-01  4.757E+02  3.977E+07
 2684 3287     0     0  con    0  1.0E+00  7.7E-01  4.267E+02  3.977E+07
 2685 3288     0     0  con    0  1.0E+00  1.3E+00  1.637E+03  3.977E+07
 2686 3289     0     0  con    0  1.0E+00  7.0E-01  1.095E+03  3.977E+07
 2687 3290     0     0  con    0  1.0E+00  4.1E-01  3.965E+02  3.977E+07
 2688 3291     0     0  con    0  1.0E+00  1.2E+00  1.660E+03  3.977E+07
 2689 3293     0     0  con    1  4.4E-01  7.9E-01  1.338E+03  3.977E+07
 2690 3294     0     0  con    0  1.0E+00  4.7E-01  5.024E+02  3.977E+07
 2691 3295     0     0  con    0  1.0E+00  5.8E-01  5.404E+02  3.977E+07
 2692 3296     0     0  con    0  1.0E+00  1.0E+00  9.783E+02  3.977E+07
 2693 3298     0     0  con    1  3.8E-01  5.0E-01  5.764E+02  3.977E+07
 2694 3299     0     0  con    0  1.0E+00  9.6E-01  7.132E+02  3.977E+07
 2695 3300     0     0  con    0  1.0E+00  7.5E-01  7.460E+02  3.977E+07
 2696 3301     0     0  con    0  1.0E+00  7.9E-01  5.397E+02  3.977E+07
 2697 3302     0     0  con    0  1.0E+00  9.1E-01  1.106E+03  3.977E+07
 2698 3303     0     0  con    0  1.0E+00  5.4E-01  6.550E+02  3.977E+07
 2699 3304     0     0  con    0  1.0E+00  1.2E+00  1.613E+03  3.976E+07
 2700 3305     0     0  con    0  1.0E+00  4.6E-01  3.485E+02  3.976E+07
 2701 3306     0     0  con    0  1.0E+00  5.5E-01  2.610E+02  3.976E+07
 2702 3307     0     0  con    0  1.0E+00  1.1E+00  4.271E+02  3.976E+07
 2703 3308     0     0  con    0  1.0E+00  9.1E-01  4.090E+02  3.976E+07
 2704 3309     0     0  con    0  1.0E+00  9.8E-01  5.798E+02  3.976E+07
 2705 3310     0     0  con    0  1.0E+00  1.1E+00  5.326E+02  3.976E+07
 2706 3311     0     0  con    0  1.0E+00  4.9E-01  2.830E+02  3.976E+07
 2707 3312     0     0  con    0  1.0E+00  7.8E-01  2.129E+02  3.976E+07
 2708 3313     0     0  con    0  1.0E+00  2.1E+00  2.209E+03  3.976E+07
 2709 3316     0     0  con    2  3.7E-02  3.0E-01  7.847E+02  3.976E+07
 2710 3317     0     0  con    0  1.0E+00  3.2E-01  4.309E+02  3.976E+07
 2711 3318     0     0  con    0  1.0E+00  4.5E-01  3.468E+02  3.976E+07
 2712 3319     0     0  con    0  1.0E+00  1.3E+00  5.463E+02  3.976E+07
 2713 3320     0     0  con    0  1.0E+00  1.2E+00  1.189E+03  3.976E+07
 2714 3321     0     0  con    0  1.0E+00  4.1E-01  4.096E+02  3.976E+07
 2715 3322     0     0  con    0  1.0E+00  1.1E+00  3.886E+02  3.976E+07
 2716 3323     0     0  con    0  1.0E+00  2.0E+00  6.686E+02  3.976E+07
 2717 3324     0     0  con    0  1.0E+00  1.4E+00  5.182E+02  3.976E+07
 2718 3325     0     0  con    0  1.0E+00  2.5E+00  1.435E+03  3.976E+07
 2719 3326     0     0  con    0  1.0E+00  2.1E+00  1.131E+03  3.976E+07
 2720 3327     0     0  con    0  1.0E+00  6.7E-01  3.157E+02  3.976E+07
 2721 3328     0     0  con    0  1.0E+00  2.0E+00  5.940E+02  3.976E+07
 2722 3329     0     0  con    0  1.0E+00  2.1E+00  1.111E+03  3.975E+07
 2723 3330     0     0  con    0  1.0E+00  3.2E+00  8.768E+02  3.975E+07
 2724 3331     0     0  con    0  1.0E+00  2.4E+00  7.232E+02  3.975E+07
 2725 3332     0     0  con    0  1.0E+00  3.2E+00  7.962E+02  3.975E+07
 2726 3333     0     0  con    0  1.0E+00  1.2E+01  1.050E+04  3.975E+07
 2727 3337     0     0  con    3  3.3E-02  7.0E-01  2.230E+03  3.975E+07
 2728 3338     0     0  con    0  1.0E+00  2.8E+00  8.538E+02  3.975E+07
 2729 3339     0     0  con    0  1.0E+00  1.8E+00  6.899E+02  3.975E+07
 2730 3340     0     0  con    0  1.0E+00  1.4E+01  1.187E+03  3.975E+07
 2731 3341     0     0  con    0  1.0E+00  1.2E+01  5.438E+03  3.975E+07
 2732 3342     0     0  con    0  1.0E+00  8.0E+00  9.340E+03  3.975E+07
 2733 3345     0     0  con    2  7.7E-02  1.6E+00  3.053E+03  3.975E+07
 2734 3348     0     0  con    2  2.3E+00  6.1E+00  1.934E+03  3.974E+07
 2735 3349     0     0  con    0  1.0E+00  3.1E+00  1.356E+03  3.974E+07
 2736 3350     0     0  con    0  1.0E+00  7.6E+00  1.349E+03  3.974E+07
 2737 3351     0     0  con    0  1.0E+00  1.7E+01  3.094E+03  3.974E+07
 2738 3352     0     0  con    0  1.0E+00  3.4E+01  2.005E+03  3.974E+07
 2739 3353     0     0  con    0  1.0E+00  8.5E+00  4.645E+03  3.973E+07
 2740 3354     0     0  con    0  1.0E+00  3.4E+01  7.437E+03  3.973E+07
 2741 3355     0     0  con    0  1.0E+00  6.4E+01  1.004E+04  3.973E+07
 2742 3356     0     0  con    0  1.0E+00  7.4E+01  3.885E+03  3.972E+07
 2743 3362     0     0  con    5  1.2E+00  6.2E+01  4.382E+03  3.970E+07
 2744 3365     0     0  con    2  1.3E-02  3.0E+00  3.465E+03  3.970E+07
 2745 3366     0     0  con    0  1.0E+00  5.2E+00  2.468E+03  3.969E+07
 2746 3367     0     0  con    0  1.0E+00  3.8E+00  5.172E+03  3.968E+07
 2747 3368     0     0  con    0  1.0E+00  1.1E+01  1.422E+04  3.966E+07
 2748 3370     0     0  con    1  2.3E-01  5.1E+00  3.177E+04  3.966E+07
 2749 3371     0     0  con    0  1.0E+00  2.7E+00  4.126E+03  3.966E+07
 2750 3372     0     0  con    0  1.0E+00  3.0E+00  6.359E+03  3.965E+07
 2751 3373     0     0  con    0  1.0E+00  2.5E+00  5.334E+03  3.965E+07
 2752 3374     0     0  con    0  1.0E+00  1.7E+00  3.104E+03  3.965E+07
 2753 3375     0     0  con    0  1.0E+00  2.5E+00  5.699E+03  3.964E+07
 2754 3376     0     0  con    0  1.0E+00  2.0E+00  6.935E+03  3.964E+07
 2755 3377     0     0  con    0  1.0E+00  1.7E+00  1.914E+04  3.964E+07
 2756 3378     0     0  con    0  1.0E+00  1.2E+00  2.208E+03  3.964E+07
 2757 3379     0     0  con    0  1.0E+00  6.6E-01  1.390E+03  3.963E+07
 2758 3380     0     0  con    0  1.0E+00  2.0E+00  1.647E+03  3.963E+07
 2759 3381     0     0  con    0  1.0E+00  1.9E+00  1.490E+03  3.963E+07
 2760 3383     0     0  con    1  2.1E-01  1.6E+00  2.395E+03  3.963E+07
 2761 3384     0     0  con    0  1.0E+00  1.2E+00  1.226E+03  3.962E+07
 2762 3385     0     0  con    0  1.0E+00  1.2E+00  7.887E+02  3.962E+07
 2763 3386     0     0  con    0  1.0E+00  1.7E+00  2.237E+03  3.962E+07
 2764 3387     0     0  con    0  1.0E+00  1.7E+00  1.377E+04  3.962E+07
 2765 3389     0     0  con    1  3.4E-01  4.2E-01  2.367E+03  3.962E+07
 2766 3390     0     0  con    0  1.0E+00  1.3E+00  4.497E+03  3.962E+07
 2767 3392     0     0  con    1  3.5E-01  3.1E-01  1.053E+03  3.962E+07
 2768 3393     0     0  con    0  1.0E+00  5.0E-01  8.108E+02  3.961E+07
 2769 3394     0     0  con    0  1.0E+00  1.5E+00  1.501E+03  3.961E+07
 2770 3395     0     0  con    0  1.0E+00  1.8E+00  3.518E+03  3.961E+07
 2771 3396     0     0  con    0  1.0E+00  1.1E+00  1.662E+03  3.961E+07
 2772 3397     0     0  con    0  1.0E+00  5.6E-01  1.147E+03  3.961E+07
 2773 3398     0     0  con    0  1.0E+00  9.3E-01  8.831E+02  3.961E+07
 2774 3399     0     0  con    0  1.0E+00  2.9E+00  9.033E+03  3.960E+07
 2775 3402     0     0  con    2  2.2E-02  6.4E-01  1.870E+03  3.960E+07
 2776 3403     0     0  con    0  1.0E+00  2.9E-01  1.427E+03  3.960E+07
 2777 3404     0     0  con    0  1.0E+00  1.2E+00  8.164E+03  3.960E+07
 2778 3406     0     0  con    1  3.5E-01  9.0E-01  7.202E+03  3.960E+07
 2779 3407     0     0  con    0  1.0E+00  4.6E-01  1.152E+03  3.960E+07
 2780 3408     0     0  con    0  1.0E+00  2.6E-01  9.771E+02  3.960E+07
 2781 3409     0     0  con    0  1.0E+00  2.0E+00  2.615E+03  3.960E+07
 2782 3410     0     0  con    0  1.0E+00  1.9E+00  4.278E+03  3.959E+07
 2783 3411     0     0  con    0  1.0E+00  1.5E+00  6.266E+03  3.959E+07
 2784 3412     0     0  con    0  1.0E+00  1.0E+00  1.840E+03  3.959E+07
 2785 3413     0     0  con    0  1.0E+00  1.1E+00  1.510E+03  3.959E+07
 2786 3414     0     0  con    0  1.0E+00  1.6E+00  2.953E+03  3.959E+07
 2787 3415     0     0  con    0  1.0E+00  2.2E+00  4.070E+03  3.959E+07
 2788 3416     0     0  con    0  1.0E+00  1.7E+00  1.047E+03  3.958E+07
 2789 3417     0     0  con    0  1.0E+00  1.6E+00  8.947E+02  3.958E+07
 2790 3418     0     0  con    0  1.0E+00  1.7E+00  6.509E+02  3.958E+07
 2791 3419     0     0  con    0  1.0E+00  1.4E+00  1.607E+03  3.958E+07
 2792 3420     0     0  con    0  1.0E+00  6.0E-01  9.193E+02  3.958E+07
 2793 3421     0     0  con    0  1.0E+00  4.0E-01  5.937E+02  3.958E+07
 2794 3422     0     0  con    0  1.0E+00  8.4E-01  5.197E+02  3.958E+07
 2795 3423     0     0  con    0  1.0E+00  7.8E-01  5.674E+02  3.958E+07
 2796 3424     0     0  con    0  1.0E+00  8.5E-01  2.171E+03  3.958E+07
 2797 3425     0     0  con    0  1.0E+00  4.2E-01  9.899E+02  3.958E+07
 2798 3426     0     0  con    0  1.0E+00  3.0E-01  3.904E+02  3.958E+07
 2799 3427     0     0  con    0  1.0E+00  4.7E-01  3.178E+02  3.957E+07
 2800 3428     0     0  con    0  1.0E+00  8.3E-01  5.086E+02  3.957E+07
 2801 3429     0     0  con    0  1.0E+00  6.3E-01  6.783E+02  3.957E+07
 2802 3430     0     0  con    0  1.0E+00  4.6E-01  4.143E+02  3.957E+07
 2803 3431     0     0  con    0  1.0E+00  3.5E-01  3.239E+02  3.957E+07
 2804 3432     0     0  con    0  1.0E+00  8.9E-01  3.348E+02  3.957E+07
 2805 3433     0     0  con    0  1.0E+00  6.2E-01  4.471E+02  3.957E+07
 2806 3434     0     0  con    0  1.0E+00  6.5E-01  4.747E+02  3.957E+07
 2807 3435     0     0  con    0  1.0E+00  5.8E-01  3.856E+02  3.957E+07
 2808 3436     0     0  con    0  1.0E+00  5.7E-01  3.809E+02  3.957E+07
 2809 3437     0     0  con    0  1.0E+00  1.1E+00  6.998E+02  3.957E+07
 2810 3438     0     0  con    0  1.0E+00  4.9E-01  3.702E+02  3.957E+07
 2811 3439     0     0  con    0  1.0E+00  7.2E-01  3.815E+02  3.957E+07
 2812 3440     0     0  con    0  1.0E+00  5.3E-01  2.636E+02  3.957E+07
 2813 3441     0     0  con    0  1.0E+00  6.4E-01  4.362E+02  3.957E+07
 2814 3442     0     0  con    0  1.0E+00  7.6E-01  2.478E+02  3.957E+07
 2815 3443     0     0  con    0  1.0E+00  8.9E-01  2.765E+02  3.957E+07
 2816 3444     0     0  con    0  1.0E+00  1.2E+00  3.028E+02  3.957E+07
 2817 3445     0     0  con    0  1.0E+00  1.7E+00  3.890E+02  3.957E+07
 2818 3446     0     0  con    0  1.0E+00  1.6E+00  5.744E+02  3.957E+07
 2819 3447     0     0  con    0  1.0E+00  1.4E+00  5.727E+02  3.957E+07
 2820 3448     0     0  con    0  1.0E+00  9.5E-01  2.923E+02  3.957E+07
 2821 3449     0     0  con    0  1.0E+00  3.8E+00  1.209E+03  3.957E+07
 2822 3450     0     0  con    0  1.0E+00  2.4E+00  1.085E+03  3.957E+07
 2823 3451     0     0  con    0  1.0E+00  4.9E+00  7.586E+02  3.956E+07
 2824 3452     0     0  con    0  1.0E+00  1.4E+00  2.712E+03  3.956E+07
 2825 3453     0     0  con    0  1.0E+00  3.1E+00  9.498E+02  3.956E+07
 2826 3454     0     0  con    0  1.0E+00  2.5E+00  5.365E+02  3.956E+07
 2827 3455     0     0  con    0  1.0E+00  4.1E+00  5.012E+02  3.956E+07
 2828 3456     0     0  con    0  1.0E+00  7.6E+00  5.934E+02  3.956E+07
 2829 3457     0     0  con    0  1.0E+00  1.6E+01  1.410E+03  3.956E+07
 2830 3458     0     0  con    0  1.0E+00  1.2E+01  4.217E+03  3.955E+07
 2831 3459     0     0  con    0  1.0E+00  9.8E+00  1.908E+03  3.955E+07
 2832 3460     0     0  con    0  1.0E+00  1.7E+00  2.608E+03  3.955E+07
 2833 3461     0     0  con    0  1.0E+00  4.6E+00  3.492E+03  3.955E+07
 2834 3462     0     0  con    0  1.0E+00  1.3E+01  3.009E+03  3.955E+07
 2835 3463     0     0  con    0  1.0E+00  4.1E+01  2.568E+04  3.954E+07
 2836 3467     0     0  con    3  2.3E-02  4.9E+00  1.858E+03  3.954E+07
 2837 3468     0     0  con    0  1.0E+00  4.4E+00  1.907E+03  3.954E+07
 2838 3469     0     0  con    0  1.0E+00  1.6E+01  2.361E+03  3.954E+07
 2839 3470     0     0  con    0  1.0E+00  1.2E+01  3.088E+03  3.954E+07
 2840 3471     0     0  con    0  1.0E+00  3.3E+01  2.007E+04  3.953E+07
 2841 3472     0     0  con    0  1.0E+00  1.8E+01  1.772E+04  3.953E+07
 2842 3473     0     0  con    0  1.0E+00  2.7E+00  1.953E+03  3.953E+07
 2843 3474     0     0  con    0  1.0E+00  1.4E+01  2.850E+03  3.953E+07
 2844 3480     0     0  con    5  2.0E+00  1.0E+02  8.333E+03  3.950E+07
 2845 3484     0     0  con    3  1.9E-04  4.4E-01  8.089E+03  3.950E+07
 2846 3485     0     0  con    0  1.0E+00  1.7E+00  2.392E+03  3.950E+07
 2847 3486     0     0  con    0  1.0E+00  1.7E+00  1.745E+03  3.949E+07
 2848 3487     0     0  con    0  1.0E+00  1.8E+00  3.433E+03  3.948E+07
 2849 3488     0     0  con    0  1.0E+00  3.5E+00  8.693E+03  3.948E+07
 2850 3489     0     0  con    0  1.0E+00  3.9E+00  8.717E+03  3.948E+07
 2851 3490     0     0  con    0  1.0E+00  2.1E+00  1.349E+04  3.948E+07
 2852 3491     0     0  con    0  1.0E+00  1.6E+00  2.596E+03  3.947E+07
 2853 3492     0     0  con    0  1.0E+00  2.2E+00  3.039E+03  3.947E+07
 2854 3493     0     0  con    0  1.0E+00  8.3E+00  5.019E+03  3.947E+07
 2855 3494     0     0  con    0  1.0E+00  6.5E+00  1.674E+04  3.946E+07
 2856 3497     0     0  con    2  8.7E-02  8.1E-01  5.532E+03  3.946E+07
 2857 3498     0     0  con    0  1.0E+00  1.9E+00  4.781E+03  3.946E+07
 2858 3499     0     0  con    0  1.0E+00  1.3E+00  2.347E+03  3.946E+07
 2859 3500     0     0  con    0  1.0E+00  1.5E+00  1.475E+03  3.946E+07
 2860 3501     0     0  con    0  1.0E+00  2.6E+00  2.856E+03  3.946E+07
 2861 3502     0     0  con    0  1.0E+00  2.8E+00  5.674E+03  3.945E+07
 2862 3503     0     0  con    0  1.0E+00  2.2E+00  4.642E+03  3.945E+07
 2863 3504     0     0  con    0  1.0E+00  8.4E-01  1.092E+04  3.945E+07
 2864 3505     0     0  con    0  1.0E+00  3.9E+00  3.376E+03  3.945E+07
 2865 3506     0     0  con    0  1.0E+00  3.0E+00  1.725E+03  3.945E+07
 2866 3507     0     0  con    0  1.0E+00  4.8E+00  2.780E+03  3.945E+07
 2867 3508     0     0  con    0  1.0E+00  2.2E+00  6.165E+03  3.944E+07
 2868 3509     0     0  con    0  1.0E+00  1.3E+00  1.665E+03  3.944E+07
 2869 3510     0     0  con    0  1.0E+00  1.8E+00  1.988E+03  3.944E+07
 2870 3511     0     0  con    0  1.0E+00  2.7E+00  4.071E+03  3.944E+07
 2871 3512     0     0  con    0  1.0E+00  1.2E+00  3.164E+03  3.943E+07
 2872 3514     0     0  con    1  4.8E-01  1.2E+00  1.727E+03  3.943E+07
 2873 3515     0     0  con    0  1.0E+00  1.4E+00  4.496E+03  3.943E+07
 2874 3516     0     0  con    0  1.0E+00  7.3E-01  9.593E+02  3.943E+07
 2875 3517     0     0  con    0  1.0E+00  4.2E-01  5.743E+02  3.943E+07
 2876 3518     0     0  con    0  1.0E+00  1.2E+00  4.875E+03  3.943E+07
 2877 3521     0     0  con    2  1.1E-01  4.9E-01  3.552E+03  3.943E+07
 2878 3522     0     0  con    0  1.0E+00  6.0E-01  8.932E+02  3.943E+07
 2879 3523     0     0  con    0  1.0E+00  2.6E-01  5.440E+02  3.943E+07
 2880 3524     0     0  con    0  1.0E+00  9.5E-01  6.319E+02  3.943E+07
 2881 3525     0     0  con    0  1.0E+00  1.3E+00  3.647E+03  3.942E+07
 2882 3526     0     0  con    0  1.0E+00  7.5E-01  5.431E+03  3.942E+07
 2883 3527     0     0  con    0  1.0E+00  7.6E-01  1.047E+03  3.942E+07
 2884 3528     0     0  con    0  1.0E+00  2.3E-01  4.492E+02  3.942E+07
 2885 3529     0     0  con    0  1.0E+00  9.8E-01  5.581E+02  3.942E+07
 2886 3533     0     0  con    3  1.2E+00  1.2E+00  1.254E+03  3.942E+07
 2887 3534     0     0  con    0  1.0E+00  1.2E+00  9.787E+02  3.942E+07
 2888 3535     0     0  con    0  1.0E+00  7.5E-01  6.716E+02  3.942E+07
 2889 3536     0     0  con    0  1.0E+00  6.2E-01  8.130E+02  3.942E+07
 2890 3537     0     0  con    0  1.0E+00  7.2E-01  6.235E+02  3.942E+07
 2891 3538     0     0  con    0  1.0E+00  9.0E-01  5.320E+02  3.942E+07
 2892 3539     0     0  con    0  1.0E+00  1.0E+00  1.233E+03  3.942E+07
 2893 3540     0     0  con    0  1.0E+00  7.3E-01  7.248E+02  3.942E+07
 2894 3541     0     0  con    0  1.0E+00  4.8E-01  4.562E+02  3.942E+07
 2895 3542     0     0  con    0  1.0E+00  7.6E-01  2.887E+02  3.942E+07
 2896 3543     0     0  con    0  1.0E+00  7.6E-01  3.443E+02  3.942E+07
 2897 3544     0     0  con    0  1.0E+00  1.2E+00  8.292E+02  3.942E+07
 2898 3545     0     0  con    0  1.0E+00  8.9E-01  5.605E+02  3.942E+07
